raw_date,raw_title,raw_description,link
Publié le 14 févr. 2024,Des premiers trains du REM circuleront dès le 24 février,"Le Réseau express métropolitain (REM) fera bientôt rouler des premiers trains « à basse vitesse » sur sa future antenne Deux-Montagnes, dont la mise en service demeure prévue à la fin 2024. Ces essais préliminaires auront lieu entre le centre d’entretien de Saint-Eustache et la future station Sainte-Dorothée.",https://www.lapresse.ca/actualites/grand-montreal/2024-02-14/antenne-deux-montagnes/des-premiers-trains-du-rem-circuleront-des-le-24-fevrier.php
Publié le 14 févr. 2024,Transports en commun : c’est zéro,"Six organismes voués à la promotion des transports en commun ont fait conjointement, lundi, un bilan de près de six années de pouvoir du gouvernement de la CAQ. Résultat : c’est zéro. « Une absence de progrès significatifs en transport collectif sous le gouvernement Legault », disent-ils.",https://www.lapresse.ca/dialogue/chroniques/2024-02-14/transports-en-commun-c-est-zero.php
Publié le 13 févr. 2024,217 millions pour le nouveau « cerveau » de la ligne bleue,La Société de transport de Montréal (STM) a trouvé l’entreprise qui fournira le nouveau « cerveau » de la ligne bleue du métro de Montréal et de son prolongement.,https://www.lapresse.ca/actualites/grand-montreal/2024-02-13/metro-de-montreal/217-millions-pour-le-nouveau-cerveau-de-la-ligne-bleue.php
Publié le 13 févr. 2024,« Cela ne correspond pas à notre vision »,L’idée d’implanter un tramway dans l’est de Montréal suscite déjà l’inquiétude à Repentigny,https://www.lapresse.ca/actualites/grand-montreal/2024-02-13/projet-de-tramway-vers-repentigny/cela-ne-correspond-pas-a-notre-vision.php
Publié le 12 févr. 2024,Le bilan de la CAQ jugé « catastrophique » par des organismes,"Le gouvernement Legault présente jusqu’ici un « bilan catastrophique » en mobilité durable, ont jugé lundi plusieurs organismes, en s’inquiétant que la nouvelle agence des transports que prépare Québec ne soit qu’un feu de paille.",https://www.lapresse.ca/actualites/2024-02-12/transport-collectif/le-bilan-de-la-caq-juge-catastrophique-par-des-organismes.php
Publié le 10 févr. 2024,La situation financière est « intenable »,"Malgré la récente bouée de sauvetage du gouvernement, l’Autorité régionale de transport métropolitain (ARTM) lance un nouvel appel à l’aide, anticipant un manque à gagner d’un demi-milliard. Près de quatre ans après l’arrivée de la COVID-19, plus d’un usager sur cinq n’est toujours pas remonté à bord du transport collectif, ce qui laisse planer le spectre de fortes compressions dans les prochaines années.",https://www.lapresse.ca/actualites/grand-montreal/2024-02-10/transport-collectif/la-situation-financiere-est-intenable.php
Publié le 9 févr. 2024,"Le tramway sera moins cher et « plus rapide à livrer », dit l’ARTM","L’option d’un tramway à 13 milliards se confirme dans l’est de Montréal, tel que l’avait révélé La Presse, afin de remplacer le train léger souterrain à 36 milliards proposé l’été dernier. Le projet sera trois fois moins cher, mais surtout « plus rapide à livrer », affirme l’Autorité régionale de transport métropolitain (ARTM), qui envisage déjà des prolongements vers Lanaudière et Rivière-des-Prairies.",https://www.lapresse.ca/actualites/grand-montreal/2024-02-09/est-de-montreal/le-tramway-sera-moins-cher-et-plus-rapide-a-livrer-dit-l-artm.php
Publié le 9 févr. 2024,"Plus de rendement, moins de transport pour Charles Emond",La reconduction du mandat de Charles Emond pour un second de cinq ans comme PDG de la Caisse de dépôt et placement du Québec n’a pas été une décision difficile à prendre pour le conseil d’administration de l’institution. Charles Emond a eu largement l’occasion de démontrer ses capacités à gérer en temps de crise et à naviguer en eau trouble.,https://www.lapresse.ca/affaires/chroniques/2024-02-09/caisse-de-depot-et-placement-du-quebec/plus-de-rendement-moins-de-transport-pour-charles-emond.php
Publié le 6 févr. 2024,L’ARTM teste la recharge mobile auprès de 2000 usagers,"Recharger sa carte OPUS avec un téléphone intelligent sera bientôt possible dans la grande région de Montréal. L’Autorité régionale de transport métropolitain (ARTM) testera jusqu’en mars cette fonctionnalité auprès de 2000 usagers, après quoi elle devrait être rendue disponible à l’ensemble de la population.",https://www.lapresse.ca/actualites/grand-montreal/2024-02-06/carte-opus/l-artm-teste-la-recharge-mobile-aupres-de-2000-usagers.php
Publié le 5 févr. 2024,Épisode 34 : À quand la grogne envers le Canadien ?,"Jeff Gorton souhaitait voir son équipe jouer des matchs significatifs tard dans la saison et ça n’arrivera pas. La transaction de Sean Monahan confirme en effet que l’administration montréalaise a jeté l’éponge pour la présente saison. Une troisième exclusion de suite des séries qui fait bondir notre animateur, Jérémie Rainville. À quand la grogne envers le Canadien ? se demande-t-il.",https://www.lapresse.ca/sports/balados/2024-02-05/sortie-de-zone-saison-5/episode-34-a-quand-la-grogne-envers-le-canadien.php
Publié le 4 févr. 2024,Transporter le Québec vers la modernité,"En matière de transport collectif, le gouvernement de la Coalition avenir Québec (CAQ) est bien loin de pouvoir se péter les bretelles. À l’heure des consultations prébudgétaires 2024-2025, la société québécoise risque de foncer dans un mur si le financement du transport en commun n’est pas massivement bonifié. Parce que oui, ça urge !",https://www.lapresse.ca/dialogue/opinions/2024-02-04/mobilite-durable/transporter-le-quebec-vers-la-modernite.php
Publié le 4 févr. 2024,Faut-il choisir entre densification et vue sur la montagne ?,"Un projet de tour risque de changer l’allure de l’avenue McGill College, au moment où l’artère du cœur du centre-ville de Montréal s’apprête à accueillir une station du Réseau express métropolitain (REM) et à être piétonnisée de façon permanente.",https://www.lapresse.ca/actualites/grand-montreal/2024-02-04/projet-de-tour-a-la-place-montreal-trust/faut-il-choisir-entre-densification-et-vue-sur-la-montagne.php
Publié le 2 févr. 2024,Est-ce qu’on demande aux routes d’être rentables ?,"Chaque vendredi, nous revenons sur la semaine médiatique d’une personnalité, d’une institution ou d’un dossier qui s’est retrouvé au cœur de l’actualité",https://www.lapresse.ca/dialogue/chroniques/2024-02-02/grosse-semaine-pour-cdpq-infra/est-ce-qu-on-demande-aux-routes-d-etre-rentables.php
Publié le 2 févr. 2024,Votre expérience du REM,La majorité des lecteurs qui ont répondu à l’appel à tous sur le REM dans la foulée de la chronique de Michel C. Auger⁠1 se sont dits insatisfaits du service. Certains sont même déjà passés à un autre mode de transport. Voici quelques-unes des réactions que nous avons reçues.,https://www.lapresse.ca/dialogue/courrier-des-lecteurs/2024-02-02/votre-experience-du-rem.php
Publié le 31 janv. 2024,Exo avoue devoir s’améliorer en matière de communication,"Après CDPQ Infra et le Réseau express métropolitain (REM), exo reconnaît à son tour devoir s’améliorer sur le plan de la communication aux usagers, après une panne de plusieurs heures ayant perturbé plusieurs lignes de train de banlieue en raison d’un incendie, mardi soir.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-31/trains-de-banlieue/exo-avoue-devoir-s-ameliorer-en-matiere-de-communication.php
Publié le 31 janv. 2024,"Miracles, mirages et autres déceptions",« On ne peut pas préparer une omelette sans casser des œufs. »,https://www.lapresse.ca/actualites/chroniques/2024-01-31/reseau-express-metropolitain/miracles-mirages-et-autres-deceptions.php
Publié le 30 janv. 2024,REM : responsabilité et monopole,"Outre des pépins techniques que l’on peut encore imputer à une période de rodage, le REM a deux gros problèmes : son monopole et sa responsabilité.",https://www.lapresse.ca/dialogue/chroniques/2024-01-30/rem-responsabilite-et-monopole.php
Publié le 30 janv. 2024,CDPQ Infra « ne peut pas tout faire en même temps » dit Guilbault,"(Québec ) Au même moment où Québec vient de lui confier le mandat de revoir le projet de tramway, la ministre Geneviève Guilbault affirme que CDPQ Infra en a trop dans son assiette, ce qui justifie son retrait du projet de prolongement du REM sur la Rive-Sud.",https://www.lapresse.ca/actualites/2024-01-30/rem-sur-la-rive-sud/cdpq-infra-ne-peut-pas-tout-faire-en-meme-temps-dit-guilbault.php
Publié le 29 janv. 2024,CDPQ Infra se retire du prolongement du REM sur le boulevard Taschereau,"La filiale de la Caisse de dépôt et placement du Québec, CDPQ Infra, se retire du projet de prolongement du Réseau express métropolitain (REM) sur la Rive-Sud, un tracé le long du boulevard Taschereau qui est à l’étude depuis plusieurs années.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-29/rive-sud/cdpq-infra-se-retire-du-prolongement-du-rem-sur-le-boulevard-taschereau.php
Publié le 29 janv. 2024,"Le REM devra faire mieux rapidement, martèle Québec","Après quatre incidents techniques en quatre jours la semaine dernière, le Réseau express métropolitain (REM) doit s’améliorer rapidement, a réclamé le gouvernement Legault. Le gestionnaire du train léger, lui, concède que plusieurs « problématiques » doivent être résolues.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-29/pannes-repetees/le-rem-devra-faire-mieux-rapidement-martele-quebec.php
Publié le 27 janv. 2024,"Le service de nouveau affecté, quatrième pépin en quatre jours","Une nouvelle interruption de service a affecté le Réseau express métropolitain (REM) samedi, le quatrième incident technique à survenir en autant de jours. Ce sont des chutes de morceaux de glace sur la voie du pont Samuel-De Champlain qui sont cette fois en cause.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-27/reseau-express-metropolitain/le-service-de-nouveau-affecte-quatrieme-pepin-en-quatre-jours.php
Publié le 25 janv. 2024,"Nouvelle panne pour le REM, la deuxième en moins de 24 heures","Le service du Réseau express métropolitain (REM) a été affecté pour une deuxième fois en moins de 24 heures jeudi matin, au moment où du verglas s’abattait sur le Québec, en raison d’un pépin technique lié aux portes palières du train léger.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-25/nouvelle-panne-pour-le-rem-la-deuxieme-en-moins-de-24-heures.php
Publié le 24 janv. 2024,CDPQ Infra entame une tournée de consultations,"Deux mois après avoir repris le contrôle du dossier du tramway à Québec, CDPQ Infra entame cette semaine sa tournée de consultations auprès d’élus et d’organisations sur le futur réseau de transport structurant de la capitale. Une centaine de réunions doit avoir lieu dans les prochaines semaines.",https://www.lapresse.ca/actualites/2024-01-24/suite-du-tramway-a-quebec/cdpq-infra-entame-une-tournee-de-consultations.php
Publié le 23 janv. 2024,"À l’unanimité, Montréal exige deux nouvelles stations","Les élus de la Ville de Montréal ont demandé mardi à l’unanimité l’ajout de deux nouvelles stations du REM dans Griffintown et dans Bridge-Bonaventure. CDPQ Infra, de son côté, espère bientôt achever ses analyses sur le sujet.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-23/rem/a-l-unanimite-montreal-exige-deux-nouvelles-stations.php
Publié le 19 janv. 2024,"Le raccourci bientôt ouvert à la Place Bonaventure, croit le propriétaire","Un raccourci qui permettrait à des milliers de voyageurs d’économiser du temps de transfert entre le métro et le REM au centre-ville de Montréal devrait bientôt ouvrir, selon Place Bonaventure.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-19/transfert-entre-le-rem-et-le-metro/le-raccourci-bientot-ouvert-a-la-place-bonaventure-croit-le-proprietaire.php
Publié le 17 janv. 2024,Pour que les transports collectifs deviennent attractifs,"Il est dans l’air du temps de vouloir, collectivement, réduire notre empreinte écologique ainsi que les émissions de gaz à effet de serre. Notre planète a besoin de respirer et nous aussi. Plusieurs délaissent la voiture à essence et optent, plutôt, pour la voiture électrique ou les transports en commun qui sont à la portée d’un plus grand nombre.",https://www.lapresse.ca/dialogue/opinions/2024-01-17/pour-que-les-transports-collectifs-deviennent-attractifs.php
Publié le 17 janv. 2024,L’ARTM veut faciliter le renouvellement des cartes OPUS,"Les personnes âgées, les étudiants et les autres usagers bénéficiant de rabais tarifaires n’auront bientôt plus besoin d’aller en billetterie pour renouveler leur carte OPUS. D’ici peu, l’Autorité régionale de transport métropolitain (ARTM) aimerait pouvoir valider leur identité à distance et procéder de façon 100 % numérique.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-17/aines-et-etudiants/l-artm-veut-faciliter-le-renouvellement-des-cartes-opus.php
Publié le 17 janv. 2024,"Pressé ou patient, Geoff Molson ?",« Je veux que ce soit bien fait. »,https://www.lapresse.ca/sports/chroniques/2024-01-17/presse-ou-patient-geoff-molson.php
Publié le 16 janv. 2024,« Je n’ai jamais dérogé à mes valeurs »,"Cette semaine, la femme d’affaires Danièle Henkel, ambassadrice de la francophonie économique pour le Conseil du patronat du Québec et ex-dragonne, répond à nos questions sur le leadership",https://www.lapresse.ca/affaires/2024-01-16/questions-de-leadership/je-n-ai-jamais-deroge-a-mes-valeurs.php
Publié le 14 janv. 2024,"« J’ai aimé faire des politiques, moins de la politique »","Retiré dans un village tranquille du Lac-Saint-Jean, l’ancien premier ministre du Québec a accepté de nous donner une rare entrevue depuis sa défaite électorale, il y a cinq ans. Question nationale, déclin du français, effondrement du Parti libéral, fédéralisme, le citoyen Couillard s’est entretenu avec notre chroniqueur.",https://www.lapresse.ca/actualites/chroniques/2024-01-14/grande-entrevue-avec-philippe-couillard/j-ai-aime-faire-des-politiques-moins-de-la-politique.php
Publié le 13 janv. 2024,Reprise du service après une nouvelle panne en pleine tempête,"Une nouvelle interruption de service, cette fois d’environ deux heures, est survenue sur le Réseau express métropolitain (REM) samedi pendant qu’une tempête laissait environ 15 cm de neige sur Montréal.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-13/reseau-express-metropolitain/reprise-du-service-apres-une-nouvelle-panne-en-pleine-tempete.php
Publié le 12 janv. 2024,Bruno Marchand va solliciter un deuxième mandat,(Québec) Bruno Marchand a reçu des coups en 2023. Mais le maire de Québec n’a pas l’intention de jeter l’éponge.,https://www.lapresse.ca/actualites/politique/2024-01-12/mairie-de-quebec/bruno-marchand-va-solliciter-un-deuxieme-mandat.php
Publié le 12 janv. 2024,Plante ne craint pas le même dénouement qu’à Québec,"Valérie Plante ne craint pas de rejouer dans le même film qu’à Québec, même si c’est un tramway qui sera finalement recommandé au gouvernement Legault pour remplacer le REM de l’Est à 36 milliards. « Peu importe le mode », ajoute l’élue, il faut maintenant avancer pour développer la métropole.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-12/tramway-dans-l-est-de-montreal/plante-ne-craint-pas-le-meme-denouement-qu-a-quebec.php
Publié le 12 janv. 2024,Un tramway pour une fraction du prix,"C’est un tramway qui sera finalement recommandé au gouvernement Legault pour remplacer le REM de l’Est plutôt que le tracé souterrain à 36 milliards proposé l’été dernier, a appris . La facture serait réduite au moins de moitié pour atteindre environ 13 milliards.",https://www.lapresse.ca/actualites/grand-montreal/2024-01-12/projet-structurant-de-l-est/un-tramway-pour-une-fraction-du-prix.php
Publié le 11 janv. 2024,Reprise graduelle du service du REM,Le service a repris graduellement sur le Réseau express métropolitain (REM) après qu'une panne a causé une interruption dans les deux directions jeudi matin.,https://www.lapresse.ca/actualites/grand-montreal/2024-01-11/reprise-graduelle-du-service-du-rem.php
Publié le 6 janv. 2024,Fracture de la mâchoire pour Connor Bedard,(Chicago) Les Blackhawks de Chicago ont confirmé que l’attaquant recrue Connor Bedard a subi une fracture de la mâchoire et que son nom a été placé sur la liste des blessés.,https://www.lapresse.ca/sports/hockey/2024-01-06/blackhawks-de-chicago/fracture-de-la-machoire-pour-connor-bedard.php
Publié le 4 janv. 2024,Ce qui va arriver en 2024,Toute nouvelle année vient avec ses promesses. Celle qui débute ne fait pas exception. Voici sept évènements qui se produiront au cours des 12 prochains mois… à moins d’imprévus.,https://www.lapresse.ca/affaires/2024-01-04/ce-qui-va-arriver-en-2024.php
