raw_date,raw_text
2024-02-28T22:05:10.000Z,"['Pinned', 'Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""[Avis d'interruptions planifiées] Ouverture du réseau à 7 h 30 les samedis 2, 16 et 30 mars, en raison de mise à jour des systèmes. Autobus disponibles entre Brossard et Gare Centrale de 5 h 30 à 7 h 30. \nPour plus de détails, consultez :"", 'Plan de relève', '1', '3', '5', '7.3K']"
2024-03-29T10:00:18.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Service normal – Le service normal du réseau est rétabli dans les deux directions.', '1', '3', '2K']"
2024-03-29T09:55:52.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Ralentissement –  Une panne du système de contrôle cause un ralentissement de service sur le réseau. Le service est rétabli en direction à partir de Brossard (direction gare Centrale). Le premier départ de la station Gare Centrale (direction Brossard) se fera à 6 h 00.', '3', '5', '2.5K']"
2024-03-28T15:05:50.000Z,"['Réseau Express Métropolitain reposted', 'Réseau Express Métropolitain', 'Réseau Express Métropolitain', 'REM - Réseau express métropolitain', 'REM - Réseau express métropolitain', '', '@REMgrandmtl', '·', ""N’oubliez pas que ce vendredi 29 mars et lundi 1er avril,  l’horaire du dimanche s'appliquera. "", '#REMmtl', 'Pour consulter la liste complète des jours fériés, visitez notre site web', 'Horaire de service', '5', '15', '3.1K']"
2024-03-18T13:53:45.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Service normal – Le service normal du réseau est rétabli, dans les deux directions.', '1', '4', '2.4K']"
2024-03-18T13:38:09.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Reprise – La cause de l’interruption de service est maintenant résolue. Reprise graduelle du service en cours, dans les deux directions.', '3', '3', '10', '3.9K']"
2024-03-18T12:56:44.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Interruption –  Un problème technique cause une interruption de service sur le réseau. Reprise du service indéterminée. \nNavettes d’autobus seront bientôt disponibles.\nPour l’emplacement des autobus, consultez le', 'Plan de relève', '12', '10', '7', '6K']"
2024-03-02T19:21:11.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Normal service on the network, in both directions.', '1', '1', '5', '3.8K']"
2024-03-02T19:20:26.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Service normal sur l'ensemble du réseau, dans les deux directions."", '1', '4', '3.1K']"
2024-03-02T19:08:26.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Service gradually being restored on the network. Normal service expected at 2:15 p.m.', '1', '6', '3.4K']"
2024-03-02T19:00:26.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Reprise graduelle de service – La cause de l’interruption de service est maintenant résolue. Reprise graduelle du service en cours, dans les deux directions. Service normal prévu vers : 14 h 15.', '1', '5', '2.6K']"
2024-03-02T18:54:36.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Interruption / Service modifié - Panne de système de contrôle cause un arrêt de service.\nDans les deux directions: reprise du REM entre les stations Brossard et Panama, avec autobus entre les stations Panama et Gare Centrale. \nEmplacement des autobus:', 'Plan de relève', '2', '3', '1.8K']"
2024-03-02T18:41:14.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Interruption - An issue with the train control system is causing a service interruption on the network in both directions. Estimated time to resume service is undetermined. \n\nShuttle buses will be availble. For more information on the shuttle buses:', 'rem.info', 'rem.info', 'Backup plan', 'Backup plan', 'Service during REM interruption', 'Service during REM interruption', '1', '1', '5', '2.3K']"
2024-03-02T18:34:50.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Interruption  –  Une panne de système de contrôle cause une interruption de service sur le réseau. Reprise du service indéterminée. D'autres messages suivront.\n\nNavettes d’autobus seront bientôt disponibles.\nPour l’emplacement des autobus, consultez le"", 'Plan de relève', '4', '3', '4', '2.8K']"
2024-03-02T18:25:25.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Interruption  –  Une panne de système de contrôle cause une interruption de service sur le réseau. Reprise du service prévue à : 13 h 30.', '4', '4', '4', '3.5K']"
2024-02-29T12:17:00.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Service normal sur l'ensemble du réseau, dans les deux directions"", '1', '2', '4', '3.3K']"
2024-02-29T11:57:41.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Reprise graduelle de service – La cause de l'interruption de service est maintenant résolue Reprise graduelle du service en cours, dans les deux directions."", '3', '2', '2', '3.1K']"
2024-02-29T11:51:46.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ']Interruption] – Une panne du système de contrôle  cause une interruption de service  sur le réseau, dans les deux directions. L’heure de reprise du service est pour l’instant indéterminée.  D’autres messages suivront.', '3', '2', '4', '5K']"
2024-02-29T11:01:17.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Service normal sur l'ensemble du réseau, dans les deux directions."", '1', '4', '2.5K']"
2024-02-29T10:43:39.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', '[Interruption] – Un problème technique cause une interruption sur le réseau. Le premier départ en direction de Gare Centrale sera à 5h45 et à 6h00 en direction de Brossard.\nDes navettes d’autobus sont disponibles.\nPour l’emplacement des autobus, consultez', 'Plan de relève', '5', '4', '5', '3.1K']"
2024-02-29T05:17:38.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""[Interruption] – En raison des conséquences des conditions météo et pour assurer la sécurité des usagers, le service est interrompu et reprendra jeudi matin.\n\nDes navettes d’autobus sont disponibles jusqu'à 1h00. \nPour l’emplacement des autobus, consultez"", 'Plan de relève', '1', '3', '3', '2.6K']"
2024-02-29T02:57:05.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""[Interruption en cours] – L’interruption de service est prolongée afin d'assurer une inspection de sécurité du réseau. L’heure de reprise est indéterminée.\n\nDes navettes d’autobus sont disponibles.\nPour l’emplacement des autobus, consultez le"", 'Plan de relève', '4', '6', '6', '4.2K']"
2024-02-29T02:04:01.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Interruption - La panne d'alimentation électrique est en cours de résolution. Le service reste interrompu sur l'ensemble du réseau. Heure de reprise estimée : 21 h 50.\nAutobus disponibles. \nPour connaître l’emplacement des autobus, consultez le"", 'Plan de relève', '3', '5', '11', '3.9K']"
2024-02-29T00:31:23.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Interruption – Une panne d'alimentation électrique cause une interruption de service sur le réseau. L'heure de reprise est pour l'instant indéterminée. \n\nDes navettes d’autobus seront disponibles.\nPour connaître l’emplacement des autobus, consultez le"", 'Plan de relève', '13', '9', '15', '9.5K']"
2024-02-29T00:20:01.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Interruption de service – Une panne d'alimentation électrique cause une interruption de service sur le réseau, dans les deux directions. L’heure de reprise du service est pour l’instant indéterminée. D’autres messages suivront."", '4', '6', '13', '5.7K']"
2024-02-27T16:08:20.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Ouverture de nuit – Dans la nuit du 2 au 3 mars, le réseau demeura ouvert dans le cadre de la ', '@NuitblancheMTL', '. Informez-vous sur les horaires habituels des services d’autobus afin de bien planifier vos déplacements.', 'Horaire de service', '3', '12', '35', '16K']"
2024-02-26T11:14:10.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Service normal – La cause du ralentissement est résolue et le service normal est rétabli, dans les deux directions.', '1', '1', '6', '2.4K']"
2024-02-26T11:09:27.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Reprise graduelle de service – La cause du ralentissement de service est maintenant résolue Reprise graduelle du service en cours, dans les deux directions.', '1', '1', '4', '2.3K']"
2024-02-26T11:04:56.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Ralentissement – Le ralentissement de service sur l’ensemble du réseau est prolongée. Reprise du service prévue vers : 6 h 10. D’autres messages suivront.', '1', '1', '2', '1.9K']"
2024-02-26T10:59:57.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Ralentissement –  Une panne du système de contrôle cause un ralentissement de service sur le réseau, dans les deux directions. Reprise du service prévue à : 6 h 00.', '2', '4', '8', '3.9K']"
2024-02-18T19:39:59.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""L'incident est résolu. Service normal sur l'ensemble du réseau. Merci pour votre compréhension."", '1', '1', '7', '3.4K']"
2024-02-18T19:13:39.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Modification temporaire de service - Un incident technique nous oblige temporairement à demander aux usagers de changer de train à Panama, pour poursuivre leur trajet, dans les deux directions. \nLe service est toutefois maintenu sur l'ensemble du réseau."", '1', '2', '11', '3.4K']"
2024-02-05T12:47:28.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'La cause de l’interruption est maintenant résolue. Reprise graduelle du service en cours.', '2', '5', '12', '6.2K']"
2024-02-05T12:33:50.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', 'Interruption de service – Une poignée d’urgence actionnée cause une interruption de service sur le réseau, dans les deux directions. Reprise du service prévue à : 7h45.', '3', '6', '7', '7K']"
2024-01-31T14:30:32.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""[Avis d'interruptions planifiées] Ouverture du réseau à 7 h 30 les samedis 3 et 17 février, en raison de mises à jour des systèmes. Autobus disponibles entre Brossard et Gare Centrale de 5 h 30 à 7 h 30. \nPour plus de détails, consultez : "", 'http://rem.info/interruption', 'http://', '2', '4', '3', '6.2K']"
2024-01-27T21:46:53.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Reprise du service normal - L'intervention de dégagement de glace par l'équipe du pont Samuel-De Champlain est maintenant terminée. Nous procédons à la reprise du service normal sur l'ensemble du réseau."", '3', '3', '8', '5.9K']"
2024-01-27T20:30:27.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Interruption de service – Un objet sur la voie cause une interruption de service entre les stations Panama et Ile-des-Soeurs. Service d’autobus disponible entre ces deux stations. L'intervention pour retirer l'objet se prolonge et l'heure de reprise de service est indéterminée."", '8', '5', '12', '6.2K']"
2024-01-27T20:47:18.000Z,"['Réseau Express Métropolitain', 'Réseau Express Métropolitain', '', '@REM_infoservice', '·', ""Précision sur l'intervention: le réchauffement de la température provoque des chutes de glace sur la voie à partir de la structure du pont Samuel-De Champlain. Afin d'assurer la sécurité des usagers, nous collaborons avec SSL pour leur permettre le déneigement de la structure."", '4', '3', '6', '3.5K']"
